[31-07 16:40:11] [S2] 32.5, 64.2
[01-08 01:02:44] [S2] 28.7, 60.8
[01-08 01:07:45] [S2] 27.9, 57.2
[01-08 01:12:46] [S2] 27.9, 59.1
[01-08 01:17:46] [S2] 27.5, 57.9
[01-08 01:22:47] [S2] 27.6, 58.2
[01-08 01:27:47] [S2] 27.6, 58.7
[01-08 01:32:48] [S2] 28.2, 58.5
[01-08 01:37:49] [S2] 28.0, 58.3
[01-08 01:42:49] [S2] 28.1, 60.3
[01-08 01:47:50] [S2] 27.3, 58.6
[01-08 01:52:50] [S2] 27.6, 58.4
[01-08 01:57:51] [S2] 27.3, 59.9
[01-08 02:02:52] [S2] 28.2, 55.3
[01-08 02:07:52] [S2] 27.0, 56.0
[01-08 02:12:53] [S2] 27.3, 54.3
[01-08 02:17:53] [S2] 27.0, 55.5
[01-08 02:22:54] [S2] 27.0, 58.0
[01-08 02:27:54] [S2] 27.2, 56.8
[01-08 02:32:55] [S2] 27.6, 59.1
[01-08 02:37:56] [S2] 27.8, 57.9
[01-08 02:42:56] [S2] 27.1, 60.9
[01-08 02:47:57] [S2] 27.5, 58.2
[01-08 02:52:57] [S2] 27.2, 61.0
[01-08 02:57:58] [S2] 26.5, 58.7
[01-08 03:02:58] [S2] 27.3, 57.7
[01-08 03:07:59] [S2] 27.3, 55.0
[01-08 03:13:00] [S2] 27.4, 57.5
[01-08 03:18:00] [S2] 26.8, 55.2
[01-08 03:23:01] [S2] 27.5, 49.0
[01-08 03:28:01] [S2] 27.1, 50.9
[01-08 03:33:02] [S2] 27.1, 49.4
[01-08 03:38:02] [S2] 27.1, 49.8
[01-08 03:43:03] [S2] 27.0, 49.7
[01-08 03:48:03] [S2] 27.1, 50.2
[01-08 03:53:04] [S2] 26.7, 53.0
[01-08 03:58:05] [S2] 27.4, 52.8
[01-08 04:03:05] [S2] 27.3, 51.1
[01-08 04:08:06] [S2] 27.2, 51.4
[01-08 04:13:06] [S2] 27.0, 52.3
[01-08 04:18:07] [S2] 27.1, 51.2
[01-08 04:23:07] [S2] 27.2, 51.1
[01-08 04:28:08] [S2] 26.6, 46.3
[01-08 04:33:08] [S2] 26.8, 49.1
[01-08 04:38:09] [S2] 26.8, 47.2
[01-08 04:43:10] [S2] 26.7, 48.8
[01-08 04:48:10] [S2] 27.1, 51.5
[01-08 04:53:11] [S2] 27.0, 47.3
[01-08 04:58:11] [S2] 26.6, 48.7
[01-08 05:03:12] [S2] 26.6, 47.1
[01-08 05:08:12] [S2] 27.5, 48.6
[01-08 05:13:13] [S2] 26.8, 45.7
[01-08 05:18:14] [S2] 26.2, 44.1
[01-08 05:23:14] [S2] 26.5, 45.8
[01-08 05:28:15] [S2] 26.7, 50.1
[01-08 05:33:15] [S2] 26.7, 52.1
[01-08 05:38:16] [S2] 26.7, 52.3
[01-08 05:43:16] [S2] 26.4, 53.4
[01-08 05:48:17] [S2] 26.5, 52.3
[01-08 05:53:17] [S2] 26.1, 50.7
[01-08 05:58:18] [S2] 27.2, 52.5
[01-08 06:03:19] [S2] 26.8, 53.7
[01-08 06:08:19] [S2] 26.7, 54.3
[01-08 06:13:20] [S2] 26.6, 54.6
[01-08 06:18:20] [S2] 26.2, 56.5
[01-08 06:23:21] [S2] 26.1, 59.9
[01-08 06:28:22] [S2] 26.4, 59.3
[01-08 06:33:22] [S2] 26.0, 61.0
[01-08 06:38:23] [S2] 26.1, 63.0
[01-08 06:43:24] [S2] 26.2, 57.7
[01-08 06:48:24] [S2] 26.1, 59.7
[01-08 06:53:25] [S2] 26.0, 54.3
[01-08 06:58:25] [S2] 26.3, 60.5
[01-08 07:03:26] [S2] 25.9, 60.1
[01-08 07:08:27] [S2] 26.0, 62.7
[01-08 07:13:27] [S2] 26.3, 61.8
[01-08 07:18:28] [S2] 25.8, 67.1
[01-08 07:23:31] [S2] 25.8, 66.5
[01-08 07:28:32] [S2] 25.7, 66.5
[01-08 07:33:35] [S2] 26.0, 62.7
[01-08 07:38:35] [S2] 26.0, 62.7
[01-08 07:43:36] [S2] 26.0, 65.9
[01-08 07:48:37] [S2] 26.4, 67.5
[01-08 07:53:37] [S2] 26.5, 64.5
[01-08 07:58:38] [S2] 26.3, 57.9
[01-08 08:03:38] [S2] 26.5, 61.8
[01-08 08:08:39] [S2] 27.0, 71.8
[01-08 08:13:39] [S2] 27.1, 64.4
[01-08 08:18:40] [S2] 27.3, 65.8
[01-08 08:23:40] [S2] 27.4, 65.4
[01-08 08:28:41] [S2] 27.6, 67.8
[01-08 08:33:42] [S2] 27.7, 67.1
[01-08 08:38:42] [S2] 27.7, 67.3
[01-08 08:43:43] [S2] 27.7, 69.6
[01-08 08:48:43] [S2] 27.8, 69.4
[01-08 08:53:44] [S2] 27.8, 71.9
[01-08 08:58:44] [S2] 27.8, 71.5
[01-08 09:03:45] [S2] 27.9, 72.7
[01-08 09:08:46] [S2] 28.0, 71.1
[01-08 09:13:46] [S2] 28.1, 73.5
[01-08 09:18:47] [S2] 28.1, 72.5
[01-08 09:23:47] [S2] 28.1, 73.8
[01-08 09:28:48] [S2] 28.1, 73.6
[01-08 09:33:48] [S2] 28.1, 73.0
[01-08 09:38:49] [S2] 28.0, 73.1
[01-08 09:43:49] [S2] 28.1, 73.1
[01-08 09:48:50] [S2] 28.2, 72.7
[01-08 09:53:51] [S2] 28.2, 73.9
[01-08 09:58:51] [S2] 28.2, 73.9
[01-08 10:03:52] [S2] 28.3, 73.7
[01-08 10:08:52] [S2] 28.4, 73.3
[01-08 10:13:53] [S2] 28.4, 73.8
[01-08 10:18:53] [S2] 28.5, 73.0
[01-08 10:23:54] [S2] 28.6, 72.0
[01-08 10:28:54] [S2] 28.6, 72.1
[01-08 10:33:55] [S2] 28.6, 72.0
[01-08 10:38:56] [S2] 28.6, 71.0
[01-08 10:43:56] [S2] 28.7, 73.0
[01-08 10:48:57] [S2] 28.7, 73.7
[01-08 10:53:57] [S2] 28.7, 73.3
[01-08 10:58:58] [S2] 28.8, 74.2
[01-08 11:03:58] [S2] 28.7, 73.0
[01-08 11:08:59] [S2] 28.8, 73.7
[01-08 11:14:00] [S2] 28.8, 74.8
[01-08 11:19:00] [S2] 28.8, 74.1
[01-08 11:24:01] [S2] 28.8, 75.5
[01-08 11:29:01] [S2] 28.9, 74.5
[01-08 11:34:02] [S2] 28.9, 74.1
[01-08 11:39:02] [S2] 29.0, 74.7
[01-08 11:44:03] [S2] 29.1, 74.4
[01-08 11:49:04] [S2] 29.1, 74.2
[01-08 11:54:04] [S2] 29.1, 74.2
[01-08 11:59:05] [S2] 29.2, 74.8
[01-08 12:04:05] [S2] 29.3, 74.2
[01-08 12:09:06] [S2] 29.3, 75.1
[01-08 12:14:06] [S2] 29.2, 75.1
[01-08 12:19:07] [S2] 29.3, 75.1
[01-08 12:24:07] [S2] 29.3, 74.1
[01-08 12:29:08] [S2] 29.4, 74.7
[01-08 12:34:09] [S2] 29.5, 74.4
[01-08 12:39:09] [S2] 29.5, 74.8
[01-08 12:44:10] [S2] 29.6, 74.6
[01-08 12:49:10] [S2] 29.6, 74.6
[01-08 12:54:11] [S2] 29.6, 74.1
[01-08 12:59:11] [S2] 29.6, 74.3
[01-08 13:04:12] [S2] 29.7, 74.0
[01-08 13:09:12] [S2] 29.7, 74.0
[01-08 13:14:13] [S2] 29.7, 74.1
[01-08 13:19:14] [S2] 29.7, 73.7
[01-08 13:24:14] [S2] 29.7, 74.4
[01-08 13:29:15] [S2] 29.7, 74.7
[01-08 13:34:15] [S2] 29.8, 74.3
[01-08 13:39:16] [S2] 29.8, 73.7
[01-08 13:44:17] [S2] 29.8, 73.5
[01-08 13:49:17] [S2] 29.8, 72.8
[01-08 13:54:18] [S2] 29.9, 71.9
[01-08 13:59:18] [S2] 30.0, 71.6
[01-08 14:04:19] [S2] 30.1, 71.7
[01-08 14:09:20] [S2] 30.1, 71.8
[01-08 14:14:20] [S2] 30.1, 72.0
[01-08 14:19:21] [S2] 30.1, 72.1
[01-08 14:24:21] [S2] 30.2, 71.9
[01-08 14:29:22] [S2] 30.2, 70.6
[01-08 14:34:23] [S2] 30.3, 70.8
[01-08 14:34:45] [S2] 30.4, 70.5
[01-08 14:40:11] [S2] 30.3, 70.5
[01-08 14:45:12] [S2] 30.4, 70.7
[01-08 14:50:13] [S2] 30.5, 70.3
[01-08 14:55:13] [S2] 30.5, 70.3
[01-08 15:00:14] [S2] 30.6, 69.7
01-08;15:04:15;S2;30,6;69,2
01-08;15:08:41;S2;30,7;69,3
01-08;15:14:07;S2;30,7;69,3
01-08;15:19:08;S2;30,8;69,8
01-08;15:24:08;S2;30,9;70,1
01-08;15:29:09;S2;30,9;70,2
01-08;15:34:09;S2;30,9;70,3
01-08;15:39:10;S2;30,9;70,3
01-08;15:44:11;S2;31,0;70,4
01-08;15:49:11;S2;31,0;70,0
01-08;15:54:12;S2;31,0;69,6
01-08;15:59:13;S2;31,0;69,9
01-08;16:04:13;S2;31,0;70,2
01-08;16:09:14;S2;31,0;70,2
01-08;16:14:14;S2;31,1;70,1
01-08;16:19:18;S2;31,1;70,3
01-08;16:24:18;S2;31,2;70,3
01-08;16:29:19;S2;31,2;70,1
01-08;16:34:19;S2;31,2;70,0
01-08;16:39:20;S2;31,2;69,6
01-08;16:44:21;S2;31,3;68,3
01-08;16:49:21;S2;31,3;66,6
01-08;16:54:22;S2;31,3;66,1
01-08;16:59:23;S2;31,3;65,9
01-08;17:04:23;S2;31,3;65,8
01-08;17:09:24;S2;31,4;65,3
01-08;17:14:24;S2;31,4;66,6
01-08;17:19:25;S2;31,4;66,7
01-08;17:24:26;S2;31,5;67,8
01-08;17:29:26;S2;31,5;68,2
01-08;17:34:27;S2;31,5;68,6
01-08;17:39:27;S2;31,5;68,5
01-08;17:44:28;S2;31,5;68,3
01-08;17:49:29;S2;31,5;68,9
01-08;17:54:29;S2;31,4;69,2
01-08;17:59:30;S2;31,4;68,9
01-08;18:04:31;S2;31,4;71,8
01-08;18:09:31;S2;31,4;71,1
01-08;18:14:32;S2;31,3;72,0
01-08;18:19:32;S2;31,4;72,0
01-08;18:24:33;S2;31,3;71,9
01-08;18:29:34;S2;31,3;71,8
01-08;18:34:34;S2;31,2;72,0
01-08;18:39:35;S2;31,2;72,3
01-08;18:44:36;S2;31,3;72,3
01-08;18:49:36;S2;31,2;72,3
01-08;18:54:37;S2;31,1;72,8
01-08;18:59:37;S2;31,1;73,0
01-08;19:04:38;S2;31,1;73,1
01-08;19:09:39;S2;31,0;73,3
01-08;19:14:39;S2;31,1;73,3
01-08;19:19:40;S2;31,0;73,6
01-08;19:24:41;S2;31,0;73,8
01-08;19:29:41;S2;30,9;73,9
01-08;19:34:42;S2;30,9;73,9
01-08;19:39:42;S2;30,9;73,7
01-08;19:44:43;S2;30,8;74,1
01-08;19:49:44;S2;30,7;74,8
01-08;19:54:44;S2;30,8;74,2
01-08;19:59:45;S2;30,8;74,3
01-08;20:04:46;S2;30,6;74,4
01-08;20:09:46;S2;30,6;74,7
01-08;20:14:47;S2;30,6;74,7
01-08;20:19:47;S2;30,5;74,8
01-08;20:24:48;S2;30,5;74,7
01-08;20:29:49;S2;30,5;74,7
01-08;20:34:49;S2;30,5;74,7
01-08;20:39:50;S2;30,5;73,3
01-08;20:44:50;S2;30,4;72,6
01-08;20:49:51;S2;30,4;71,9
01-08;20:54:52;S2;30,5;71,3
01-08;20:59:52;S2;30,2;69,9
01-08;21:04:53;S2;29,9;72,1
01-08;21:09:54;S2;29,8;71,3
01-08;21:14:54;S2;29,9;71,0
01-08;21:19:55;S2;29,4;70,0
01-08;21:24:55;S2;29,4;67,7
01-08;21:29:56;S2;29,2;69,4
01-08;21:34:57;S2;29,1;69,4
01-08;21:39:57;S2;28,9;68,6
01-08;21:44:58;S2;28,7;71,3
01-08;21:49:59;S2;28,9;72,7
01-08;21:54:59;S2;28,8;70,1
01-08;22:00:00;S2;29,0;72,4
01-08;22:05:00;S2;28,7;72,6
01-08;22:10:01;S2;28,8;71,7
01-08;22:15:02;S2;28,8;69,7
01-08;22:20:02;S2;28,4;70,0
01-08;22:25:03;S2;28,5;71,2
01-08;22:30:03;S2;28,1;69,7
01-08;22:35:04;S2;28,3;68,9
01-08;22:40:05;S2;27,9;65,6
01-08;22:45:05;S2;28,1;64,5
01-08;22:50:06;S2;28,3;64,7
01-08;22:55:07;S2;28,7;68,0
01-08;23:00:07;S2;28,4;64,7
01-08;23:05:08;S2;28,3;70,7
01-08;23:10:08;S2;28,0;72,4
01-08;23:15:09;S2;28,2;71,4
01-08;23:20:10;S2;28,1;70,2
01-08;23:25:10;S2;28,3;72,3
01-08;23:30:11;S2;27,9;72,9
01-08;23:35:11;S2;28,0;72,9
01-08;23:40:12;S2;28,1;72,5
01-08;23:45:13;S2;28,0;72,1
01-08;23:50:13;S2;28,3;69,8
01-08;23:55:14;S2;28,0;71,7
02-08;00:00:15;S2;28,1;70,3
02-08;00:05:15;S2;27,9;71,5
02-08;00:10:16;S2;28,1;71,4
02-08;00:15:16;S2;28,5;70,8
02-08;00:20:17;S2;28,5;70,0
02-08;00:25:18;S2;28,1;72,6
02-08;00:30:18;S2;28,6;74,9
02-08;00:35:19;S2;27,9;74,0
02-08;00:40:20;S2;28,6;73,6
02-08;00:45:20;S2;28,5;74,7
02-08;00:50:21;S2;28,6;74,3
02-08;00:55:22;S2;28,8;74,5
02-08;01:00:22;S2;28,3;78,0
02-08;01:05:23;S2;28,7;76,2
02-08;01:10:23;S2;28,8;76,8
02-08;01:15:24;S2;28,7;78,9
02-08;01:20:25;S2;28,5;79,2
02-08;01:25:25;S2;28,8;77,7
02-08;01:30:26;S2;28,5;79,4
02-08;01:35:27;S2;28,7;78,0
02-08;01:40:27;S2;28,4;80,0
02-08;01:45:28;S2;28,7;78,0
02-08;01:50:28;S2;28,8;78,0
02-08;01:55:29;S2;28,8;77,7
02-08;02:00:30;S2;28,3;82,1
02-08;02:05:30;S2;28,8;78,6
02-08;02:10:31;S2;28,8;79,6
02-08;02:15:32;S2;28,9;78,2
02-08;02:20:32;S2;28,8;78,4
02-08;02:25:33;S2;29,0;78,7
02-08;02:30:33;S2;28,8;79,5
02-08;02:35:34;S2;28,9;78,7
02-08;02:40:35;S2;28,8;79,6
02-08;02:45:35;S2;29,0;78,7
02-08;02:50:36;S2;28,9;78,9
02-08;02:55:37;S2;28,9;79,8
02-08;03:00:37;S2;28,8;79,9
02-08;03:05:38;S2;29,0;78,8
02-08;03:10:38;S2;29,1;79,3
02-08;03:15:39;S2;28,7;80,0
02-08;03:20:40;S2;28,4;81,0
02-08;03:25:40;S2;28,3;81,8
02-08;03:30:41;S2;27,9;81,8
02-08;03:35:41;S2;27,6;83,5
02-08;03:40:42;S2;27,7;83,4
02-08;03:45:43;S2;27,5;83,5
02-08;03:50:43;S2;27,4;82,5
02-08;03:55:44;S2;27,0;82,2
02-08;04:00:45;S2;27,0;83,2
02-08;04:05:45;S2;27,1;80,9
02-08;04:10:46;S2;26,9;82,1
02-08;04:15:46;S2;26,9;83,5
02-08;04:20:47;S2;27,2;81,9
02-08;04:25:48;S2;27,4;81,6
02-08;04:30:48;S2;27,6;80,7
02-08;04:35:49;S2;27,3;82,2
02-08;04:40:50;S2;27,3;82,6
02-08;04:45:50;S2;27,7;81,8
02-08;04:50:51;S2;27,1;83,7
02-08;04:55:51;S2;27,8;79,9
02-08;05:00:52;S2;27,4;82,8
02-08;05:05:53;S2;27,1;81,0
02-08;05:10:53;S2;27,0;82,9
02-08;05:15:54;S2;27,0;81,4
02-08;05:20:55;S2;27,0;81,0
02-08;05:25:55;S2;27,4;81,3
02-08;05:30:56;S2;27,2;81,6
02-08;05:35:57;S2;27,3;81,5
02-08;05:40:57;S2;27,3;81,5
02-08;05:45:58;S2;27,6;80,1
02-08;05:50:58;S2;27,3;79,8
02-08;05:55:59;S2;27,1;81,9
02-08;06:01:00;S2;27,0;80,7
02-08;06:06:00;S2;26,6;83,4
02-08;06:11:01;S2;26,7;83,3
02-08;06:16:02;S2;26,7;82,1
02-08;06:21:02;S2;26,8;82,2
02-08;06:26:03;S2;26,7;83,3
02-08;06:31:03;S2;26,9;82,5
02-08;06:36:04;S2;26,9;82,6
02-08;06:41:05;S2;27,1;81,7
02-08;06:46:05;S2;27,0;83,0
02-08;06:51:06;S2;26,9;82,7
02-08;06:56:06;S2;27,0;82,1
02-08;07:01:07;S2;27,1;80,9
02-08;07:06:08;S2;26,9;81,8
02-08;07:11:08;S2;26,8;81,4
02-08;07:16:09;S2;26,6;82,3
02-08;07:21:10;S2;26,8;81,3
02-08;07:26:10;S2;26,8;82,3
02-08;07:31:11;S2;26,7;81,1
02-08;07:36:11;S2;27,0;81,6
02-08;07:41:12;S2;27,3;82,1
02-08;07:46:13;S2;27,4;82,2
02-08;07:51:13;S2;27,5;81,9
02-08;07:56:14;S2;27,6;81,0
02-08;08:01:15;S2;27,5;81,6
02-08;08:06:15;S2;27,7;81,4
02-08;08:11:16;S2;27,7;81,2
02-08;08:16:16;S2;27,7;81,0
02-08;08:21:17;S2;27,8;80,8
02-08;08:26:18;S2;27,9;80,2
02-08;08:31:18;S2;27,9;80,0
02-08;08:36:19;S2;27,9;80,2
02-08;08:41:20;S2;27,9;80,5
02-08;08:46:20;S2;27,9;80,5
02-08;08:51:21;S2;27,9;80,3
02-08;08:56:24;S2;28,1;79,9
02-08;09:01:25;S2;28,1;79,9
02-08;09:06:25;S2;28,1;79,7
02-08;09:11:26;S2;28,1;79,5
02-08;09:16:26;S2;28,2;79,3
02-08;09:21:27;S2;28,2;79,0
02-08;09:26:28;S2;28,2;78,9
02-08;09:31:28;S2;28,2;78,6
02-08;09:36:29;S2;28,3;78,2
02-08;09:41:30;S2;28,3;77,9
02-08;09:46:30;S2;28,3;77,6
02-08;09:51:31;S2;28,4;77,5
02-08;09:56:31;S2;28,4;77,7
02-08;10:01:32;S2;28,4;77,5
02-08;10:06:33;S2;28,5;77,4
02-08;10:11:33;S2;28,6;77,3
02-08;10:16:36;S2;28,6;76,8
02-08;10:21:37;S2;28,6;76,8
02-08;10:26:38;S2;28,7;76,9
02-08;10:31:38;S2;28,7;76,8
02-08;10:36:39;S2;28,7;76,9
02-08;10:41:40;S2;28,7;76,7
02-08;10:46:40;S2;28,8;76,5
02-08;10:51:41;S2;28,9;76,1
02-08;10:56:41;S2;28,9;75,8
02-08;11:01:42;S2;29,0;74,5
02-08;11:06:43;S2;28,9;74,1
02-08;11:11:43;S2;29,0;73,1
02-08;11:16:44;S2;29,1;72,9
02-08;11:21:44;S2;29,1;73,0
02-08;11:26:45;S2;29,1;72,8
02-08;11:31:46;S2;29,2;72,3
02-08;11:36:46;S2;29,2;72,4
02-08;11:41:47;S2;29,3;73,0
02-08;11:46:48;S2;29,3;72,5
02-08;11:51:48;S2;29,4;72,7
02-08;11:56:49;S2;29,4;73,2
02-08;12:01:49;S2;29,5;73,6
02-08;12:06:50;S2;29,5;73,9
02-08;12:11:51;S2;29,5;74,1
02-08;12:16:51;S2;29,5;73,9
02-08;12:21:52;S2;29,5;74,0
02-08;12:26:52;S2;29,6;74,1
02-08;12:31:53;S2;29,7;74,0
02-08;12:36:54;S2;29,7;73,6
02-08;12:41:54;S2;29,7;73,3
02-08;12:46:55;S2;29,7;73,1
02-08;12:51:56;S2;29,8;72,8
02-08;12:56:56;S2;29,8;72,5
02-08;13:01:57;S2;29,9;71,9
02-08;13:06:57;S2;29,9;71,8
02-08;13:11:58;S2;30,0;71,6
02-08;13:16:59;S2;30,1;71,7
02-08;13:21:59;S2;30,1;71,4
02-08;13:27:00;S2;30,1;71,2
02-08;13:32:01;S2;30,2;70,9
02-08;13:37:01;S2;30,1;70,3
02-08;13:42:02;S2;30,2;69,9
02-08;13:47:02;S2;30,3;70,1
02-08;13:52:03;S2;30,2;70,7
02-08;13:57:04;S2;30,4;70,4
02-08;14:02:04;S2;30,4;70,2
02-08;14:07:05;S2;30,4;70,4
02-08;14:12:05;S2;30,5;70,2
02-08;14:17:06;S2;30,4;70,4
02-08;14:22:07;S2;30,5;70,7
02-08;14:27:07;S2;30,4;70,3
02-08;14:32:08;S2;30,5;69,8
02-08;14:37:09;S2;30,6;69,8
02-08;14:42:09;S2;30,6;69,7
02-08;14:47:10;S2;30,5;69,3
02-08;14:52:13;S2;30,6;69,3
02-08;14:57:14;S2;30,6;69,3
02-08;15:02:14;S2;30,6;69,2
02-08;15:07:17;S2;30,7;68,7
02-08;15:12:18;S2;30,7;68,8
02-08;15:17:19;S2;30,6;68,8
02-08;15:22:19;S2;30,6;69,0
02-08;15:27:20;S2;30,7;69,0
02-08;15:32:20;S2;30,7;68,9
02-08;15:37:21;S2;30,8;68,8
02-08;15:42:22;S2;30,8;68,7
02-08;15:47:22;S2;30,8;68,1
02-08;15:52:23;S2;30,9;68,2
02-08;15:57:24;S2;30,8;68,1
02-08;16:02:24;S2;30,8;67,8
02-08;16:07:25;S2;30,9;68,1
02-08;16:12:25;S2;30,9;67,9
02-08;16:17:26;S2;31,0;68,1
02-08;16:22:27;S2;30,9;67,3
02-08;16:27:27;S2;31,0;67,4
02-08;16:32:28;S2;31,0;66,7
02-08;16:37:28;S2;31,0;67,5
02-08;16:42:29;S2;31,0;66,2
02-08;16:47:30;S2;31,0;66,6
02-08;16:52:30;S2;31,0;66,8
02-08;16:57:31;S2;31,1;67,2
02-08;17:02:32;S2;31,2;67,3
02-08;17:07:32;S2;31,1;66,4
02-08;17:12:33;S2;31,1;66,2
02-08;17:17:33;S2;31,2;65,3
02-08;17:22:34;S2;31,2;65,9
02-08;17:27:35;S2;31,1;66,2
02-08;17:32:35;S2;31,2;65,8
02-08;17:37:36;S2;31,2;65,9
02-08;17:42:37;S2;31,2;66,0
02-08;17:47:37;S2;31,2;66,6
02-08;17:52:38;S2;31,2;68,4
02-08;17:57:38;S2;31,1;69,8
02-08;18:02:39;S2;31,2;68,9
02-08;18:07:40;S2;31,1;67,9
02-08;18:12:40;S2;31,1;69,1
02-08;18:17:41;S2;31,0;68,9
02-08;18:22:41;S2;31,0;67,6
02-08;18:27:42;S2;30,9;68,4
02-08;18:32:43;S2;30,9;68,2
02-08;18:37:43;S2;30,9;68,6
02-08;18:42:44;S2;30,9;69,0
02-08;18:47:45;S2;30,9;68,8
02-08;18:52:45;S2;30,8;68,5
02-08;18:57:46;S2;30,8;68,4
02-08;19:02:46;S2;30,7;68,8
02-08;19:07:47;S2;30,7;68,7
02-08;19:12:48;S2;30,7;69,2
02-08;19:17:48;S2;30,7;68,7
02-08;19:22:49;S2;30,7;69,4
02-08;19:27:49;S2;30,6;69,5
02-08;19:32:50;S2;30,6;70,1
02-08;19:37:51;S2;30,6;69,9
02-08;19:42:51;S2;30,5;70,4
02-08;19:47:52;S2;30,6;70,0
02-08;19:52:53;S2;30,5;70,2
02-08;19:57:53;S2;30,5;70,0
02-08;20:02:54;S2;30,3;70,9
02-08;20:07:54;S2;30,3;70,6
02-08;20:12:55;S2;30,3;70,5
02-08;20:17:56;S2;30,2;71,0
